user,employee_name,department,usb_count,gece_email,night_activity,gece_dosya_islemi,ultimate_risk_skoru
JKJ0698,Personel_JKJ0698,Bilişim / Finans,0.0,7.0,475,0.0,1.0
KSH0569,Personel_KSH0569,Bilişim / Finans,0.0,192.0,372,0.0,0.67
OLF0504,Personel_OLF0504,Bilişim / Finans,0.0,0.0,346,0.0,15.68
JCR0172,Personel_JCR0172,Bilişim / Finans,43.0,197.0,407,26.0,0.34
RCC0617,Personel_RCC0617,Bilişim / Finans,0.0,0.0,346,0.0,0.22
WIF0691,Personel_WIF0691,Bilişim / Finans,641.0,43.0,520,475.0,0.01
HKF0831,Personel_HKF0831,Bilişim / Finans,0.0,11.0,692,0.0,0.05
SBN0971,Personel_SBN0971,Bilişim / Finans,74.0,11.0,449,44.0,63.0
MIL0255,Personel_MIL0255,Bilişim / Finans,0.0,59.0,346,0.0,0.53
NGC0058,Personel_NGC0058,Bilişim / Finans,60.0,98.0,912,11.0,0.04
CKB0427,Personel_CKB0427,Bilişim / Finans,0.0,101.0,346,0.0,2.07
HCV0478,Personel_HCV0478,Bilişim / Finans,0.0,205.0,346,0.0,0.15
AJC0840,Personel_AJC0840,Bilişim / Finans,0.0,6.0,692,0.0,0.04
MPT0376,Personel_MPT0376,Bilişim / Finans,104.0,219.0,406,67.0,0.02
DOL0332,Personel_DOL0332,Bilişim / Finans,0.0,25.0,692,0.0,0.07
BWH0813,Personel_BWH0813,Bilişim / Finans,0.0,142.0,692,0.0,0.07
PKB0281,Personel_PKB0281,Bilişim / Finans,0.0,0.0,346,0.0,6.89
CLB0774,Personel_CLB0774,Bilişim / Finans,439.0,44.0,499,417.0,0.0
OBH0499,Personel_OBH0499,Bilişim / Finans,761.0,321.0,520,39.0,0.0
RHO0732,Personel_RHO0732,Bilişim / Finans,183.0,119.0,545,46.0,6.61
CJP0952,Personel_CJP0952,Bilişim / Finans,0.0,9.0,393,0.0,1.04
FSB0399,Personel_FSB0399,Bilişim / Finans,0.0,112.0,670,0.0,0.22
NCK0295,Personel_NCK0295,Bilişim / Finans,0.0,0.0,353,0.0,0.48
KCO0122,Personel_KCO0122,Bilişim / Finans,443.0,158.0,519,82.0,0.16
JDF0593,Personel_JDF0593,Bilişim / Finans,678.0,4.0,897,28.0,32.37
MBW0809,Personel_MBW0809,Bilişim / Finans,0.0,6.0,60,0.0,1.08
LDB0090,Personel_LDB0090,Bilişim / Finans,0.0,88.0,346,0.0,1.26
IJM0776,Personel_IJM0776,Bilişim / Finans,33.0,11.0,171,23.0,98.85
DIB0081,Personel_DIB0081,Bilişim / Finans,123.0,6.0,167,90.0,10.56
WBC0192,Personel_WBC0192,Bilişim / Finans,48.0,245.0,378,27.0,2.79
DMK0257,Personel_DMK0257,Bilişim / Finans,250.0,67.0,501,85.0,7.29
HDL0748,Personel_HDL0748,Bilişim / Finans,0.0,0.0,346,0.0,2.35
LIM0674,Personel_LIM0674,Bilişim / Finans,33.0,200.0,444,6.0,0.91
HSB0196,Personel_HSB0196,Bilişim / Finans,588.0,240.0,988,668.0,0.21
DGN0480,Personel_DGN0480,Bilişim / Finans,0.0,108.0,329,0.0,3.84
KJJ0293,Personel_KJJ0293,Bilişim / Finans,5.0,13.0,382,31.0,22.21
BEH0615,Personel_BEH0615,Bilişim / Finans,102.0,193.0,383,18.0,12.62
GTD0219,Personel_GTD0219,Bilişim / Finans,638.0,53.0,756,69.0,93.59
CCW0031,Personel_CCW0031,Bilişim / Finans,0.0,118.0,346,0.0,4.56
ECF0828,Personel_ECF0828,Bilişim / Finans,0.0,0.0,422,0.0,1.02
LPH0572,Personel_LPH0572,Bilişim / Finans,0.0,1.0,74,0.0,0.92
DGM0754,Personel_DGM0754,Bilişim / Finans,0.0,0.0,29,0.0,0.66
BSB0990,Personel_BSB0990,Bilişim / Finans,0.0,50.0,346,0.0,5.94
RAH0440,Personel_RAH0440,Bilişim / Finans,0.0,0.0,346,0.0,26.75
GQF0659,Personel_GQF0659,Bilişim / Finans,0.0,15.0,346,0.0,0.38
TOR0193,Personel_TOR0193,Bilişim / Finans,0.0,45.0,701,0.0,0.66
KAT0270,Personel_KAT0270,Bilişim / Finans,0.0,251.0,346,0.0,0.37
JTS0389,Personel_JTS0389,Bilişim / Finans,33.0,98.0,367,24.0,28.81
RJB0088,Personel_RJB0088,Bilişim / Finans,0.0,0.0,346,0.0,0.32
MTT0901,Personel_MTT0901,Bilişim / Finans,6.0,3.0,29,10.0,77.68
BTL0722,Personel_BTL0722,Bilişim / Finans,0.0,21.0,346,0.0,0.62
FKK0055,Personel_FKK0055,Bilişim / Finans,15.0,197.0,464,40.0,0.54
IUY0279,Personel_IUY0279,Bilişim / Finans,0.0,230.0,354,0.0,0.16
EZT0640,Personel_EZT0640,Bilişim / Finans,0.0,71.0,462,0.0,0.5
BAM0611,Personel_BAM0611,Bilişim / Finans,0.0,238.0,346,0.0,0.19
DBG0261,Personel_DBG0261,Bilişim / Finans,0.0,28.0,346,0.0,0.25
ONL0276,Personel_ONL0276,Bilişim / Finans,0.0,44.0,346,0.0,4.13
FBW0747,Personel_FBW0747,Bilişim / Finans,0.0,58.0,373,0.0,0.13
ANT0430,Personel_ANT0430,Bilişim / Finans,0.0,133.0,356,0.0,0.99
KBS0874,Personel_KBS0874,Bilişim / Finans,0.0,476.0,355,0.0,0.04
KQC0708,Personel_KQC0708,Bilişim / Finans,0.0,0.0,346,0.0,0.57
AAV0450,Personel_AAV0450,Bilişim / Finans,0.0,3.0,532,0.0,0.45
KJP0371,Personel_KJP0371,Bilişim / Finans,0.0,315.0,2149,0.0,0.08
NJB0243,Personel_NJB0243,Bilişim / Finans,0.0,7.0,353,0.0,6.54
PMJ0564,Personel_PMJ0564,Bilişim / Finans,0.0,166.0,392,0.0,0.15
SBD0913,Personel_SBD0913,Bilişim / Finans,0.0,45.0,346,0.0,0.4
MNR0829,Personel_MNR0829,Bilişim / Finans,0.0,9.0,692,0.0,0.06
SLP0762,Personel_SLP0762,Bilişim / Finans,0.0,21.0,346,0.0,0.51
PNL0301,Personel_PNL0301,Bilişim / Finans,9.0,5.0,177,23.0,96.44
SRS0231,Personel_SRS0231,Bilişim / Finans,0.0,14.0,692,0.0,0.37
JNA0559,Personel_JNA0559,Bilişim / Finans,0.0,0.0,333,0.0,1.67
VCC0396,Personel_VCC0396,Bilişim / Finans,266.0,202.0,796,88.0,0.04
CMM0487,Personel_CMM0487,Bilişim / Finans,0.0,0.0,346,0.0,27.24
XLB0710,Personel_XLB0710,Bilişim / Finans,0.0,0.0,346,0.0,0.59
KLM0639,Personel_KLM0639,Bilişim / Finans,0.0,0.0,346,0.0,0.16
DRR0162,Personel_DRR0162,Bilişim / Finans,210.0,171.0,256,30.0,90.93
HDJ0446,Personel_HDJ0446,Bilişim / Finans,0.0,1.0,528,0.0,0.56
CJM0138,Personel_CJM0138,Bilişim / Finans,0.0,17.0,370,0.0,0.67
JMC0925,Personel_JMC0925,Bilişim / Finans,0.0,69.0,841,0.0,0.22
TNM0961,Personel_TNM0961,Bilişim / Finans,212.0,11.0,304,33.0,95.25
QOS0878,Personel_QOS0878,Bilişim / Finans,61.0,111.0,137,7.0,94.86
KJS0618,Personel_KJS0618,Bilişim / Finans,0.0,186.0,346,0.0,0.37
JSA0775,Personel_JSA0775,Bilişim / Finans,0.0,57.0,346,0.0,0.95
VMJ0147,Personel_VMJ0147,Bilişim / Finans,0.0,219.0,692,0.0,0.04
ALD0529,Personel_ALD0529,Bilişim / Finans,0.0,55.0,163,0.0,5.02
ARD0509,Personel_ARD0509,Bilişim / Finans,0.0,37.0,173,0.0,2.64
GCC0945,Personel_GCC0945,Bilişim / Finans,0.0,5.0,346,0.0,0.75
KJW0416,Personel_KJW0416,Bilişim / Finans,0.0,0.0,579,0.0,0.56
BYP0070,Personel_BYP0070,Bilişim / Finans,0.0,0.0,365,0.0,0.17
RGG0064,Personel_RGG0064,Bilişim / Finans,12.0,84.0,231,0.0,99.44
BXJ0010,Personel_BXJ0010,Bilişim / Finans,0.0,0.0,533,0.0,1.43
DDA0476,Personel_DDA0476,Bilişim / Finans,0.0,130.0,346,0.0,4.61
EGD0409,Personel_EGD0409,Bilişim / Finans,0.0,66.0,220,0.0,3.93
MKW0441,Personel_MKW0441,Bilişim / Finans,148.0,59.0,376,28.0,80.46
LRR0148,Personel_LRR0148,Bilişim / Finans,344.0,313.0,530,51.0,0.01
ESH0135,Personel_ESH0135,Bilişim / Finans,0.0,18.0,342,0.0,1.45
JNJ0556,Personel_JNJ0556,Bilişim / Finans,41.0,142.0,390,450.0,0.0
JAM0382,Personel_JAM0382,Bilişim / Finans,0.0,155.0,346,0.0,0.58
ECL0930,Personel_ECL0930,Bilişim / Finans,0.0,143.0,346,0.0,0.19
ENL0100,Personel_ENL0100,Bilişim / Finans,0.0,83.0,346,0.0,5.08
IMB0481,Personel_IMB0481,Bilişim / Finans,0.0,193.0,346,0.0,0.17
OMM0944,Personel_OMM0944,Bilişim / Finans,0.0,0.0,346,0.0,0.54
IAR0694,Personel_IAR0694,Bilişim / Finans,0.0,99.0,612,0.0,0.03
OCB0805,Personel_OCB0805,Bilişim / Finans,0.0,59.0,346,0.0,5.7
DHM0937,Personel_DHM0937,Bilişim / Finans,0.0,140.0,346,0.0,3.41
PDW0259,Personel_PDW0259,Bilişim / Finans,0.0,40.0,398,0.0,2.6
FPC0954,Personel_FPC0954,Bilişim / Finans,0.0,0.0,346,0.0,0.4
CSL0949,Personel_CSL0949,Bilişim / Finans,0.0,0.0,346,0.0,0.25
RHP0484,Personel_RHP0484,Bilişim / Finans,0.0,74.0,352,0.0,0.02
VFM0814,Personel_VFM0814,Bilişim / Finans,53.0,29.0,494,7.0,97.87
PLH0862,Personel_PLH0862,Bilişim / Finans,0.0,0.0,357,0.0,21.79
NMB0972,Personel_NMB0972,Bilişim / Finans,0.0,2.0,346,0.0,0.36
KPP0452,Personel_KPP0452,Bilişim / Finans,0.0,1.0,575,0.0,0.27
DBS0235,Personel_DBS0235,Bilişim / Finans,0.0,47.0,731,0.0,0.36
JJB0700,Personel_JJB0700,Bilişim / Finans,0.0,23.0,355,0.0,0.42
LQP0508,Personel_LQP0508,Bilişim / Finans,0.0,49.0,161,0.0,2.53
ATF0274,Personel_ATF0274,Bilişim / Finans,0.0,167.0,346,0.0,2.03
RRC0553,Personel_RRC0553,Bilişim / Finans,12.0,13.0,126,89.0,0.01
GCL0016,Personel_GCL0016,Bilişim / Finans,26.0,179.0,609,15.0,0.01
SOB0586,Personel_SOB0586,Bilişim / Finans,0.0,0.0,692,0.0,0.04
PGO0433,Personel_PGO0433,Bilişim / Finans,0.0,93.0,346,0.0,1.42
DPM0423,Personel_DPM0423,Bilişim / Finans,220.0,166.0,572,83.0,0.05
ILJ0526,Personel_ILJ0526,Bilişim / Finans,4.0,49.0,183,73.0,0.37
MVF0594,Personel_MVF0594,Bilişim / Finans,0.0,0.0,692,0.0,0.05
AHD0848,Personel_AHD0848,Bilişim / Finans,61.0,9.0,802,13.0,91.34
NDM0417,Personel_NDM0417,Bilişim / Finans,154.0,185.0,576,77.0,0.03
MLL0598,Personel_MLL0598,Bilişim / Finans,434.0,12.0,692,23.0,23.55
ASV0946,Personel_ASV0946,Bilişim / Finans,0.0,11.0,346,0.0,1.22
LHB0967,Personel_LHB0967,Bilişim / Finans,0.0,0.0,346,0.0,0.33
CMW0783,Personel_CMW0783,Bilişim / Finans,0.0,0.0,346,0.0,0.19
BRB0355,Personel_BRB0355,Bilişim / Finans,10.0,143.0,213,46.0,40.71
UIR0043,Personel_UIR0043,Bilişim / Finans,0.0,87.0,2240,0.0,0.0
CCM0136,Personel_CCM0136,Bilişim / Finans,1.0,12.0,365,9.0,78.03
CQH0701,Personel_CQH0701,Bilişim / Finans,51.0,24.0,346,15.0,97.01
CSB0080,Personel_CSB0080,Bilişim / Finans,0.0,0.0,346,0.0,5.3
BEC0505,Personel_BEC0505,Bilişim / Finans,0.0,191.0,346,0.0,0.29
AAN0823,Personel_AAN0823,Bilişim / Finans,0.0,15.0,692,0.0,0.05
ACC0042,Personel_ACC0042,Bilişim / Finans,0.0,99.0,2122,0.0,0.02
PLH0715,Personel_PLH0715,Bilişim / Finans,0.0,10.0,346,0.0,0.38
JCR0289,Personel_JCR0289,Bilişim / Finans,0.0,5.0,384,0.0,0.73
LAM0911,Personel_LAM0911,Bilişim / Finans,0.0,117.0,692,0.0,0.0
JCW0858,Personel_JCW0858,Bilişim / Finans,0.0,120.0,359,0.0,0.21
CAB0388,Personel_CAB0388,Bilişim / Finans,0.0,319.0,346,0.0,0.06
CJM0521,Personel_CJM0521,Bilişim / Finans,0.0,29.0,223,0.0,0.91
SER0165,Personel_SER0165,Bilişim / Finans,0.0,0.0,692,0.0,0.04
RDM0150,Personel_RDM0150,Bilişim / Finans,0.0,31.0,346,0.0,0.52
YDN0198,Personel_YDN0198,Bilişim / Finans,0.0,44.0,356,0.0,5.46
IIL0513,Personel_IIL0513,Bilişim / Finans,0.0,28.0,206,0.0,0.99
ZMC0284,Personel_ZMC0284,Bilişim / Finans,0.0,75.0,346,0.0,0.9
BAH0875,Personel_BAH0875,Bilişim / Finans,0.0,84.0,546,0.0,0.06
SJF0094,Personel_SJF0094,Bilişim / Finans,0.0,198.0,346,0.0,0.18
GRM0868,Personel_GRM0868,Bilişim / Finans,0.0,0.0,360,0.0,1.05
LNR0656,Personel_LNR0656,Bilişim / Finans,0.0,0.0,346,0.0,0.21
MMB0488,Personel_MMB0488,Bilişim / Finans,0.0,81.0,310,0.0,9.03
LCB0664,Personel_LCB0664,Bilişim / Finans,737.0,123.0,377,35.0,0.01
BCR0581,Personel_BCR0581,Bilişim / Finans,0.0,12.0,752,0.0,0.04
WRM0963,Personel_WRM0963,Bilişim / Finans,0.0,3.0,189,0.0,0.74
AJR0932,Personel_AJR0932,Bilişim / Finans,38.0,0.0,203,1.0,99.85
RMW0542,Personel_RMW0542,Bilişim / Finans,70.0,0.0,253,22.0,99.71
UBF0645,Personel_UBF0645,Bilişim / Finans,0.0,0.0,346,0.0,0.15
QNP0216,Personel_QNP0216,Bilişim / Finans,0.0,0.0,2184,0.0,0.0
MBJ0312,Personel_MBJ0312,Bilişim / Finans,397.0,134.0,352,61.0,1.35
BVN0514,Personel_BVN0514,Bilişim / Finans,0.0,2.0,54,0.0,0.76
BNG0237,Personel_BNG0237,Bilişim / Finans,0.0,74.0,543,0.0,0.07
EMW0772,Personel_EMW0772,Bilişim / Finans,7.0,18.0,348,10.0,97.85
ANM0123,Personel_ANM0123,Bilişim / Finans,7.0,13.0,57,2.0,67.61
BJH0354,Personel_BJH0354,Bilişim / Finans,0.0,0.0,346,0.0,25.93
DOP0562,Personel_DOP0562,Bilişim / Finans,0.0,80.0,358,0.0,6.98
CCH0182,Personel_CCH0182,Bilişim / Finans,0.0,48.0,692,0.0,0.08
RKD0604,Personel_RKD0604,Bilişim / Finans,40.0,35.0,158,4.0,99.67
JER0404,Personel_JER0404,Bilişim / Finans,0.0,0.0,692,0.0,0.64
JBM0350,Personel_JBM0350,Bilişim / Finans,0.0,74.0,856,0.0,6.26
SMW0084,Personel_SMW0084,Bilişim / Finans,0.0,7.0,346,0.0,1.92
WBC0315,Personel_WBC0315,Bilişim / Finans,0.0,105.0,346,0.0,1.79
BWP0202,Personel_BWP0202,Bilişim / Finans,64.0,185.0,528,41.0,11.44
XWD0923,Personel_XWD0923,Bilişim / Finans,191.0,69.0,500,354.0,0.0
LFS0071,Personel_LFS0071,Bilişim / Finans,0.0,0.0,538,0.0,0.17
HGG0240,Personel_HGG0240,Bilişim / Finans,0.0,69.0,537,0.0,0.07
RAG0275,Personel_RAG0275,Bilişim / Finans,0.0,119.0,346,0.0,4.0
DLM0051,Personel_DLM0051,Bilişim / Finans,1991.0,494.0,494,599.0,0.0
PRM0740,Personel_PRM0740,Bilişim / Finans,0.0,0.0,346,0.0,0.53
NAB0801,Personel_NAB0801,Bilişim / Finans,0.0,65.0,346,0.0,7.08
CNM0800,Personel_CNM0800,Bilişim / Finans,0.0,127.0,346,0.0,0.95
MIB0904,Personel_MIB0904,Bilişim / Finans,0.0,51.0,346,0.0,0.99
WPR0368,Personel_WPR0368,Bilişim / Finans,0.0,68.0,2598,0.0,0.26
KMW0545,Personel_KMW0545,Bilişim / Finans,34.0,117.0,531,31.0,1.37
WJD0576,Personel_WJD0576,Bilişim / Finans,0.0,12.0,692,0.0,0.05
LJJ0905,Personel_LJJ0905,Bilişim / Finans,0.0,46.0,346,0.0,0.37
SVS0871,Personel_SVS0871,Bilişim / Finans,0.0,510.0,397,0.0,0.01
TLH0648,Personel_TLH0648,Bilişim / Finans,0.0,0.0,346,0.0,0.11
HTH0007,Personel_HTH0007,Bilişim / Finans,0.0,164.0,350,0.0,0.01
NKP0236,Personel_NKP0236,Bilişim / Finans,18.0,30.0,582,19.0,18.68
CEL0561,Personel_CEL0561,Bilişim / Finans,0.0,137.0,367,0.0,0.8
HDS0367,Personel_HDS0367,Bilişim / Finans,1838.0,275.0,2210,208.0,0.04
JKM0303,Personel_JKM0303,Bilişim / Finans,0.0,12.0,348,0.0,0.46
ZDW0859,Personel_ZDW0859,Bilişim / Finans,0.0,280.0,371,0.0,0.04
ORB0473,Personel_ORB0473,Bilişim / Finans,0.0,10.0,581,0.0,0.23
GJT0386,Personel_GJT0386,Bilişim / Finans,0.0,75.0,346,0.0,4.37
ATP0662,Personel_ATP0662,Bilişim / Finans,61.0,282.0,720,71.0,0.0
MPM0220,Personel_MPM0220,Bilişim / Finans,2007.0,22.0,1435,369.0,10.0
SIJ0661,Personel_SIJ0661,Bilişim / Finans,0.0,70.0,346,0.0,4.35
ETR0177,Personel_ETR0177,Bilişim / Finans,0.0,0.0,692,0.0,0.97
BMM0112,Personel_BMM0112,Bilişim / Finans,0.0,49.0,346,0.0,0.4
KBC0054,Personel_KBC0054,Bilişim / Finans,0.0,0.0,346,0.0,13.09
GBM0603,Personel_GBM0603,Bilişim / Finans,0.0,213.0,322,0.0,0.15
AAL0706,Personel_AAL0706,Bilişim / Finans,0.0,14.0,346,0.0,1.0
EMW0105,Personel_EMW0105,Bilişim / Finans,0.0,0.0,346,0.0,0.13
OHC0973,Personel_OHC0973,Bilişim / Finans,0.0,0.0,346,0.0,0.67
CRD0624,Personel_CRD0624,Bilişim / Finans,0.0,12.0,55,0.0,0.62
AMM0014,Personel_AMM0014,Bilişim / Finans,0.0,0.0,692,0.0,0.0
PGC0066,Personel_PGC0066,Bilişim / Finans,0.0,41.0,543,0.0,0.23
QJR0688,Personel_QJR0688,Bilişim / Finans,64.0,146.0,580,63.0,0.04
SMY0792,Personel_SMY0792,Bilişim / Finans,71.0,143.0,373,67.0,0.99
BMS0877,Personel_BMS0877,Bilişim / Finans,0.0,116.0,129,0.0,49.86
SSJ0784,Personel_SSJ0784,Bilişim / Finans,0.0,49.0,634,0.0,0.08
IBM0671,Personel_IBM0671,Bilişim / Finans,39.0,183.0,352,46.0,0.7
HWH0646,Personel_HWH0646,Bilişim / Finans,0.0,69.0,346,0.0,1.45
AJP0723,Personel_AJP0723,Bilişim / Finans,0.0,0.0,346,0.0,0.53
ARB0834,Personel_ARB0834,Bilişim / Finans,0.0,7.0,422,0.0,1.51
TRK0914,Personel_TRK0914,Bilişim / Finans,0.0,20.0,691,0.0,0.36
ZJS0269,Personel_ZJS0269,Bilişim / Finans,0.0,0.0,346,0.0,9.4
AMR0400,Personel_AMR0400,Bilişim / Finans,0.0,0.0,692,0.0,0.95
KPR0497,Personel_KPR0497,Bilişim / Finans,0.0,277.0,376,0.0,0.4
SBQ0786,Personel_SBQ0786,Bilişim / Finans,0.0,187.0,346,0.0,0.01
SDO0170,Personel_SDO0170,Bilişim / Finans,0.0,193.0,346,0.0,0.03
SNC0187,Personel_SNC0187,Bilişim / Finans,38.0,39.0,600,142.0,0.0
JCC0225,Personel_JCC0225,Bilişim / Finans,0.0,0.0,2151,0.0,0.03
HJA0018,Personel_HJA0018,Bilişim / Finans,0.0,73.0,566,0.0,0.07
SDF0017,Personel_SDF0017,Bilişim / Finans,0.0,59.0,555,0.0,0.55
SBK0161,Personel_SBK0161,Bilişim / Finans,0.0,555.0,785,0.0,0.0
SES0477,Personel_SES0477,Bilişim / Finans,0.0,159.0,346,0.0,0.06
RLB0719,Personel_RLB0719,Bilişim / Finans,0.0,20.0,382,0.0,1.2
VCY0751,Personel_VCY0751,Bilişim / Finans,0.0,158.0,346,0.0,1.1
YWW0660,Personel_YWW0660,Bilişim / Finans,0.0,0.0,261,0.0,0.18
GHH0288,Personel_GHH0288,Bilişim / Finans,14.0,11.0,394,92.0,0.0
TBT0461,Personel_TBT0461,Bilişim / Finans,0.0,6.0,570,0.0,0.22
PES0085,Personel_PES0085,Bilişim / Finans,0.0,115.0,346,0.0,0.71
GJD0298,Personel_GJD0298,Bilişim / Finans,0.0,13.0,361,0.0,0.86
HAH0248,Personel_HAH0248,Bilişim / Finans,0.0,11.0,346,0.0,1.68
VSS0154,Personel_VSS0154,Bilişim / Finans,67.0,27.0,427,36.0,93.52
NAF0326,Personel_NAF0326,Bilişim / Finans,298.0,163.0,574,151.0,0.02
BNR0965,Personel_BNR0965,Bilişim / Finans,0.0,17.0,346,0.0,0.7
KSP0357,Personel_KSP0357,Bilişim / Finans,0.0,44.0,1462,0.0,2.49
CGF0337,Personel_CGF0337,Bilişim / Finans,0.0,0.0,692,0.0,0.04
SGM0021,Personel_SGM0021,Bilişim / Finans,438.0,374.0,346,147.0,0.0
MJM0510,Personel_MJM0510,Bilişim / Finans,0.0,53.0,167,0.0,6.42
HFB0347,Personel_HFB0347,Bilişim / Finans,36.0,7.0,528,102.0,0.0
LBC0356,Personel_LBC0356,Bilişim / Finans,0.0,323.0,2162,0.0,3.21
VMJ0546,Personel_VMJ0546,Bilişim / Finans,162.0,209.0,541,200.0,0.0
BVC0790,Personel_BVC0790,Bilişim / Finans,53.0,213.0,560,57.0,0.01
LJT0817,Personel_LJT0817,Bilişim / Finans,363.0,119.0,710,108.0,2.71
FGW0853,Personel_FGW0853,Bilişim / Finans,0.0,348.0,515,0.0,0.01
DJB0159,Personel_DJB0159,Bilişim / Finans,0.0,601.0,350,0.0,0.1
AIS0405,Personel_AIS0405,Bilişim / Finans,0.0,115.0,692,0.0,0.16
RAR0725,Personel_RAR0725,Bilişim / Finans,78.0,2.0,171,25.0,98.89
GHL0460,Personel_GHL0460,Bilişim / Finans,22.0,5.0,364,2.0,99.01
CNE0352,Personel_CNE0352,Bilişim / Finans,0.0,86.0,346,0.0,0.01
MCJ0324,Personel_MCJ0324,Bilişim / Finans,0.0,94.0,346,0.0,0.54
QSV0778,Personel_QSV0778,Bilişim / Finans,0.0,0.0,346,0.0,0.12
BER0314,Personel_BER0314,Bilişim / Finans,0.0,57.0,346,0.0,4.27
OQH0183,Personel_OQH0183,Bilişim / Finans,0.0,4.0,692,0.0,0.04
CKH0144,Personel_CKH0144,Bilişim / Finans,0.0,193.0,346,0.0,2.86
AIH0675,Personel_AIH0675,Bilişim / Finans,0.0,134.0,346,0.0,0.29
DLH0029,Personel_DLH0029,Bilişim / Finans,0.0,5.0,692,0.0,0.14
DTT0076,Personel_DTT0076,Bilişim / Finans,0.0,0.0,346,0.0,1.47
SSG0250,Personel_SSG0250,Bilişim / Finans,0.0,28.0,346,0.0,19.67
AIM0627,Personel_AIM0627,Bilişim / Finans,0.0,0.0,346,0.0,0.19
MNS0224,Personel_MNS0224,Bilişim / Finans,0.0,65.0,2197,0.0,0.0
RAB0589,Personel_RAB0589,Bilişim / Finans,8.0,6.0,425,0.0,96.54
SSR0278,Personel_SSR0278,Bilişim / Finans,0.0,0.0,196,0.0,0.28
ZSK0258,Personel_ZSK0258,Bilişim / Finans,0.0,4.0,346,0.0,9.73
JRL0574,Personel_JRL0574,Bilişim / Finans,0.0,0.0,692,0.0,0.04
JCR0921,Personel_JCR0921,Bilişim / Finans,0.0,54.0,692,0.0,0.1
ASL0378,Personel_ASL0378,Bilişim / Finans,0.0,106.0,346,0.0,1.95
PGH0184,Personel_PGH0184,Bilişim / Finans,0.0,22.0,459,0.0,0.87
XRS0633,Personel_XRS0633,Bilişim / Finans,0.0,38.0,346,0.0,1.56
KKS0119,Personel_KKS0119,Bilişim / Finans,0.0,552.0,346,0.0,0.03
JGM0934,Personel_JGM0934,Bilişim / Finans,0.0,273.0,348,0.0,0.08
CMS0454,Personel_CMS0454,Bilişim / Finans,0.0,1.0,529,0.0,0.59
IBB0359,Personel_IBB0359,Bilişim / Finans,2401.0,197.0,2173,200.0,0.37
TSM0927,Personel_TSM0927,Bilişim / Finans,0.0,41.0,692,0.0,0.02
PIS0522,Personel_PIS0522,Bilişim / Finans,0.0,67.0,169,0.0,11.35
GLR0975,Personel_GLR0975,Bilişim / Finans,0.0,151.0,586,0.0,0.01
DMM0623,Personel_DMM0623,Bilişim / Finans,0.0,408.0,355,0.0,0.01
SGB0140,Personel_SGB0140,Bilişim / Finans,0.0,17.0,424,0.0,1.4
FAW0032,Personel_FAW0032,Bilişim / Finans,0.0,84.0,355,0.0,98.77
MHH0180,Personel_MHH0180,Bilişim / Finans,0.0,11.0,549,0.0,0.22
TLK0993,Personel_TLK0993,Bilişim / Finans,0.0,0.0,346,0.0,26.19
MAH0149,Personel_MAH0149,Bilişim / Finans,0.0,435.0,345,0.0,0.0
AMR0318,Personel_AMR0318,Bilişim / Finans,65.0,38.0,393,20.0,98.08
TCD0009,Personel_TCD0009,Bilişim / Finans,0.0,124.0,346,0.0,1.23
GCR0554,Personel_GCR0554,Bilişim / Finans,0.0,78.0,521,0.0,0.03
JBD0616,Personel_JBD0616,Bilişim / Finans,782.0,341.0,350,17.0,0.0
TSR0676,Personel_TSR0676,Bilişim / Finans,212.0,173.0,346,37.0,22.55
SXM0895,Personel_SXM0895,Bilişim / Finans,0.0,17.0,346,0.0,0.25
DGW0752,Personel_DGW0752,Bilişim / Finans,0.0,327.0,346,0.0,0.01
WDD0366,Personel_WDD0366,Bilişim / Finans,12.0,208.0,1885,0.0,99.09
XBN0229,Personel_XBN0229,Bilişim / Finans,0.0,67.0,692,0.0,0.07
KPC0073,Personel_KPC0073,Bilişim / Finans,16.0,30.0,248,0.0,98.83
BDI0533,Personel_BDI0533,Bilişim / Finans,6.0,78.0,206,139.0,0.0
CIG0052,Personel_CIG0052,Bilişim / Finans,0.0,34.0,346,0.0,4.6
ELB0847,Personel_ELB0847,Bilişim / Finans,0.0,8.0,737,0.0,0.04
BAM0636,Personel_BAM0636,Bilişim / Finans,0.0,9.0,346,0.0,0.25
AWM0764,Personel_AWM0764,Bilişim / Finans,0.0,17.0,346,0.0,0.28
PBP0002,Personel_PBP0002,Bilişim / Finans,0.0,0.0,346,0.0,19.7
AAE0190,Personel_AAE0190,Bilişim / Finans,0.0,168.0,692,0.0,0.92
LDM0587,Personel_LDM0587,Bilişim / Finans,0.0,6.0,692,0.0,0.05
GOK0238,Personel_GOK0238,Bilişim / Finans,0.0,0.0,400,0.0,0.23
FDE0117,Personel_FDE0117,Bilişim / Finans,0.0,57.0,692,0.0,0.05
DIW0118,Personel_DIW0118,Bilişim / Finans,318.0,101.0,409,82.0,0.37
YCE0983,Personel_YCE0983,Bilişim / Finans,0.0,237.0,361,0.0,0.13
JJB0127,Personel_JJB0127,Bilişim / Finans,0.0,0.0,692,0.0,1.26
LNS0989,Personel_LNS0989,Bilişim / Finans,0.0,22.0,747,0.0,0.06
WPE0538,Personel_WPE0538,Bilişim / Finans,0.0,56.0,692,0.0,0.09
POB0343,Personel_POB0343,Bilişim / Finans,0.0,0.0,692,0.0,0.04
EDA0684,Personel_EDA0684,Bilişim / Finans,0.0,5.0,60,0.0,0.83
